kind,commentId,channelId,videoId,authorId,textOriginal,parentCommentId,likeCount,publishedAt
youtube#comment,1223171,30386,72777,1212478,This salon does a very good job with hair cuts..... but if you don't have a very specific face shape/look getting a bob cut will add 10+ years to you.,,0,2024-11-06 03:43:30+00:00
youtube#comment,1777609,45305,41775,1212638,Looks great and it probably feels so soft & smooth with all of those split ends gone.,,26,2024-12-02 06:42:51+00:00
youtube#comment,726931,53183,21710,2944242,Yeah every girls can't be gorgeous without make up 😂😂,,4,2023-05-27 12:16:50+00:00
youtube#comment,3323218,6926,32656,2216122,2020,,0,2023-07-19 01:10:03+00:00
youtube#comment,1280037,37371,5214,2361126,Just wash your face with cold water,,0,2023-08-07 16:42:38+00:00
youtube#comment,3038951,21411,1773,450949,I used to do this when I was a teenager but I used to get Vaseline and added to eye shadow. Or existing 💄 that's ruining out,,0,2021-10-04 10:23:12+00:00
youtube#comment,2400226,1100,67016,2559088,“Don’t I look beach ready?!” *hairflip* “Or booty call ready?!” *hairflip* 😂😂💁🏻‍♀️💁🏻‍♀️ MOOD ! She’s so gorgeous it’s insane!,,274,2020-05-04 06:34:14+00:00
youtube#comment,995994,805,18615,1981095,You are a boy not girl to makeup,,0,2023-03-10 11:47:26+00:00
youtube#comment,974361,50201,53793,3627526,لا حول ولا قوه ماشاءالله,,0,2023-10-28 12:28:04+00:00
youtube#comment,2944182,12599,44056,807196,ngl I did not like English or Spanish,,1,2025-01-07 06:23:52+00:00
youtube#comment,4063403,53118,89809,1369782,WHAT IS HER CHANNEL SHE LITTERALLY HAS MY SAME EXACT HAIRCUT I NEED MORE,,1,2022-10-13 01:09:21+00:00
youtube#comment,3129425,11076,8533,3361928,He was just having fun till there was nothing left to play with,,0,2025-02-21 22:41:47+00:00
youtube#comment,1056176,44353,83195,3284040,Du bist übelst schön ❤,,0,2025-04-12 19:20:55+00:00
youtube#comment,3980270,12599,49124,1957042,Like I said I l,,0,2025-02-17 05:28:28+00:00
youtube#comment,3666917,10438,30765,1984169,GIRL I FEEL THIS PAIN!! kids in school would always ask me how Shrek was doing. then i started playing along as you would and it worked!!,,0,2023-05-14 03:12:01+00:00
youtube#comment,479994,33644,33713,1954775,"@ChewyChewy-u9b   sorry to burst your bubble since you clearly missed the point of my comment, all I'm saying is that she's overly confident and came nowhere near to winning this trend. hopefully that goes through your skull this time! no jealousy here x",3002214,0,2025-04-27 03:28:24+00:00
youtube#comment,1731113,11768,83114,3490294,Name??,,0,2023-09-17 22:53:08+00:00
youtube#comment,2593527,29048,32958,2720740,"The doll my Toy Story is crazy-💀💀💀
Ani’t gon lie it look good tho",,0,2023-11-23 04:56:24+00:00
youtube#comment,3993464,20280,86819,2335221,very beautiful and so cute on you.:):),,0,2024-02-02 11:36:49+00:00
youtube#comment,1126557,10895,39524,2002039,Could it be that your doing the mewing method??,,0,2023-05-31 16:34:16+00:00
youtube#comment,2620113,18073,66973,2389337,Why are you putting lipstick on your face you have mind or not yes you dont have mind yes😡😠😈 IM Samana,,1,2021-06-07 10:44:12+00:00
youtube#comment,2860917,38445,82582,3103686,"To order this in India, use the link below.
https://www.amazon.in/dp/B08L3DGJPJ/ref=cm_sw_r_wa_awdb_imm_t1_AR7VFb876E7F4",,1,2020-11-27 14:38:52+00:00
youtube#comment,1878728,42003,7820,831051,So true,,0,2024-08-20 21:23:55+00:00
youtube#comment,740098,18587,9119,1578865,In India we call it as chapri😂😂,,0,2024-02-20 17:55:01+00:00
youtube#comment,1392848,45150,63319,1305095,"Que fofa, muito linda 😍❤️",,0,2025-03-23 03:52:38+00:00
youtube#comment,145245,11340,1661,2860313,"Your better than me, I’m wearing and off brand sunscreen from dollar tree 😂",1816541,6,2022-08-16 18:00:59+00:00
